date,country,buffett_indicator,real_yield,term_spread,equity_risk_proxy,credit_spread_proxy,earnings_yield_proxy,hs300_pe_proxy,hs300_pb_proxy,equity_pe_proxy,shiller_pe_proxy,equity_pb_proxy,real_yield_proxy,valuation_method,valuation_score,valuation_regime,valuation_confidence,valuation_inputs_used,valuation_inputs_missing
2012-09-01,china,,,,,,,9.68,1.53,9.68,,1.53,,research_proxy_cn,0.5577320520528587,cheap,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2012-10-01,china,,,,,,,9.46,1.46,9.46,,1.46,,research_proxy_cn,0.6066900853214534,cheap,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2012-11-01,china,,,,,,,9.17,1.41,9.17,,1.41,,research_proxy_cn,0.651027236006191,cheap,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2012-12-01,china,,,,,,,10.49,1.62,10.49,,1.62,,research_proxy_cn,0.45761966697769235,fair,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2013-01-01,china,,,,,,,11.1,1.7,11.1,,1.7,,research_proxy_cn,0.376386458447997,fair,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2013-02-01,china,,,,,,,10.91,1.67,10.91,,1.67,,research_proxy_cn,0.40411683296120826,fair,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2013-03-01,china,,,,,,,10.1,1.53,10.1,,1.53,,research_proxy_cn,0.5281198443656769,cheap,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2013-04-01,china,,,,,,,9.75,1.47,9.75,,1.47,,research_proxy_cn,0.581465435700158,cheap,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2013-05-01,china,,,,,,,10.05,1.5,10.05,,1.5,,research_proxy_cn,0.5459794829831609,cheap,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2013-06-01,china,,,,,,,8.68,1.34,8.68,,1.34,,research_proxy_cn,0.7190216885022597,cheap,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2013-07-01,china,,,,,,,8.76,1.37,8.76,,1.37,,research_proxy_cn,0.6990468921928341,cheap,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2013-08-01,china,,,,,,,8.76,1.36,8.76,,1.36,,research_proxy_cn,0.7038250174586945,cheap,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2013-09-01,china,,,,,,,9.02,1.4,9.02,,1.4,,research_proxy_cn,0.6663811497317592,cheap,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2013-10-01,china,,,,,,,8.64,1.34,8.64,,1.34,,research_proxy_cn,0.7218418987581817,cheap,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2013-11-01,china,,,,,,,8.89,1.37,8.89,,1.37,,research_proxy_cn,0.6898812088610873,cheap,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2013-12-01,china,,,,,,,8.62,1.34,8.62,,1.34,,research_proxy_cn,0.7232520038861429,cheap,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2014-01-01,china,,,,,,,8.2,1.27,8.2,,1.27,,research_proxy_cn,0.7863110884343479,cheap,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2014-02-01,china,,,,,,,8.19,1.27,8.19,,1.27,,research_proxy_cn,0.7870161409983285,cheap,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2014-03-01,china,,,,,,,8.11,1.23,8.11,,1.23,,research_proxy_cn,0.8117690625736145,cheap,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2014-04-01,china,,,,,,,7.96,1.18,7.96,,1.18,,research_proxy_cn,0.8462354773626246,cheap,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2014-05-01,china,,,,,,,8.02,1.19,8.02,,1.19,,research_proxy_cn,0.8372270367128811,cheap,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2014-06-01,china,,,,,,,8.15,1.24,8.15,,1.24,,research_proxy_cn,0.8041707270518319,cheap,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2014-07-01,china,,,,,,,8.72,1.36,8.72,,1.36,,research_proxy_cn,0.7066452277146166,cheap,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2014-08-01,china,,,,,,,8.45,1.28,8.45,,1.28,,research_proxy_cn,0.7639066490689745,cheap,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2014-09-01,china,,,,,,,8.74,1.33,8.74,,1.33,,research_proxy_cn,0.719569498384237,cheap,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2014-10-01,china,,,,,,,8.79,1.3,8.79,,1.3,,research_proxy_cn,0.730378611361916,cheap,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2014-11-01,china,,,,,,,9.83,1.46,9.83,,1.46,,research_proxy_cn,0.5806031404541743,cheap,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2014-12-01,china,,,,,,,12.74,1.88,12.74,,1.88,,research_proxy_cn,0.17475158316970332,fair,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2015-01-01,china,,,,,,,12.46,1.84,12.46,,1.84,,research_proxy_cn,0.21360555602459963,fair,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2015-02-01,china,,,,,,,12.81,1.87,12.81,,1.87,,research_proxy_cn,0.17459434048770003,fair,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2015-03-01,china,,,,,,,14.46,2.03,14.46,,2.03,,research_proxy_cn,-0.018189336822853105,fair,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2015-04-01,china,,,,,,,16.58,2.24,16.58,,2.24,,research_proxy_cn,-0.2680011109697932,fair,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2015-05-01,china,,,,,,,16.34,2.21,16.34,,2.21,,research_proxy_cn,-0.23674547363667925,fair,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2015-06-01,china,,,,,,,16.11,2.16,16.11,,2.16,,research_proxy_cn,-0.196638638335825,fair,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2015-07-01,china,,,,,,,13.82,1.92,13.82,,1.92,,research_proxy_cn,0.07949340519636532,fair,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2015-08-01,china,,,,,,,11.69,1.62,11.69,,1.62,,research_proxy_cn,0.3730133593000301,fair,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2015-09-01,china,,,,,,,11.22,1.55,11.22,,1.55,,research_proxy_cn,0.4395977066681378,fair,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2015-10-01,china,,,,,,,12.44,1.67,12.44,,1.67,,research_proxy_cn,0.29624379067218887,fair,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2015-11-01,china,,,,,,,12.41,1.66,12.41,,1.66,,research_proxy_cn,0.30313707362999087,fair,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2015-12-01,china,,,,,,,13.01,1.74,13.01,,1.74,,research_proxy_cn,0.22260891766427593,fair,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2016-01-01,china,,,,,,,10.47,1.39,10.47,,1.39,,research_proxy_cn,0.5689266532204444,cheap,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2016-02-01,china,,,,,,,10.26,1.35,10.26,,1.35,,research_proxy_cn,0.602845258127477,cheap,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2016-03-01,china,,,,,,,11.44,1.47,11.44,,1.47,,research_proxy_cn,0.46231155238745025,fair,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2016-04-01,china,,,,,,,11.32,1.4,11.32,,1.4,,research_proxy_cn,0.5042190600162397,cheap,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2016-05-01,china,,,,,,,11.36,1.4,11.36,,1.4,,research_proxy_cn,0.5013988497603177,cheap,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2016-06-01,china,,,,,,,11.37,1.42,11.37,,1.42,,research_proxy_cn,0.4911375466646163,fair,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2016-07-01,china,,,,,,,11.7,1.47,11.7,,1.47,,research_proxy_cn,0.44398018572395676,fair,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2016-08-01,china,,,,,,,12.36,1.5,12.36,,1.5,,research_proxy_cn,0.38311234070366107,fair,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2016-09-01,china,,,,,,,12.05,1.46,12.05,,1.46,,research_proxy_cn,0.424081471250499,fair,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2016-10-01,china,,,,,,,12.08,1.43,12.08,,1.43,,research_proxy_cn,0.43630068935613886,fair,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2016-11-01,china,,,,,,,12.75,1.51,12.75,,1.51,,research_proxy_cn,0.3508371654425603,fair,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2016-12-01,china,,,,,,,12.31,1.46,12.31,,1.46,,research_proxy_cn,0.40575010458700544,fair,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2017-01-01,china,,,,,,,12.78,1.5,12.78,,1.5,,research_proxy_cn,0.35350013301647926,fair,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2017-02-01,china,,,,,,,12.97,1.53,12.97,,1.53,,research_proxy_cn,0.32576975850326784,fair,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2017-03-01,china,,,,,,,12.85,1.51,12.85,,1.51,,research_proxy_cn,0.3437866398027551,fair,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2017-04-01,china,,,,,,,12.69,1.48,12.69,,1.48,,research_proxy_cn,0.36940185662402486,fair,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2017-05-01,china,,,,,,,12.85,1.5,12.85,,1.5,,research_proxy_cn,0.34856476506861556,fair,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2017-06-01,china,,,,,,,13.39,1.58,13.39,,1.58,,research_proxy_cn,0.27226692448678363,fair,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2017-07-01,china,,,,,,,13.78,1.65,13.78,,1.65,,research_proxy_cn,0.21132299763052026,fair,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2017-08-01,china,,,,,,,13.88,1.65,13.88,,1.65,,research_proxy_cn,0.20427247199071497,fair,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2017-09-01,china,,,,,,,13.83,1.65,13.83,,1.65,,research_proxy_cn,0.2077977348106176,fair,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2017-10-01,china,,,,,,,13.84,1.65,13.84,,1.65,,research_proxy_cn,0.20709268224663713,fair,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2017-11-01,china,,,,,,,13.81,1.64,13.81,,1.64,,research_proxy_cn,0.2139859652044391,fair,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2017-12-01,china,,,,,,,14.05,1.66,14.05,,1.66,,research_proxy_cn,0.18750845313718567,fair,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2018-01-01,china,,,,,,,15.19,1.79,15.19,,1.79,,research_proxy_cn,0.04501683238722034,fair,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2018-02-01,china,,,,,,,14.12,1.67,14.12,,1.67,,research_proxy_cn,0.17779495992346167,fair,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2018-03-01,china,,,,,,,13.37,1.59,13.37,,1.59,,research_proxy_cn,0.2688989043488843,fair,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2018-04-01,china,,,,,,,12.74,1.52,12.74,,1.52,,research_proxy_cn,0.3467640927406803,fair,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2018-05-01,china,,,,,,,12.55,1.5,12.55,,1.5,,research_proxy_cn,0.3697163419880311,fair,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2018-06-01,china,,,,,,,11.81,1.44,11.81,,1.44,,research_proxy_cn,0.45055898331775246,fair,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2018-07-01,china,,,,,,,11.93,1.49,11.93,,1.49,,research_proxy_cn,0.4182077262206838,fair,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2018-08-01,china,,,,,,,11.09,1.39,11.09,,1.39,,research_proxy_cn,0.5252133942536523,cheap,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2018-09-01,china,,,,,,,11.58,1.45,11.58,,1.45,,research_proxy_cn,0.4619970670234439,fair,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2018-10-01,china,,,,,,,10.6,1.29,10.6,,1.29,,research_proxy_cn,0.6075422225473024,cheap,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2018-11-01,china,,,,,,,10.44,1.27,10.44,,1.27,,research_proxy_cn,0.6283793141027116,cheap,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2018-12-01,china,,,,,,,10.09,1.25,10.09,,1.25,,research_proxy_cn,0.6626124043737507,cheap,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2019-01-01,china,,,,,,,10.74,1.32,10.74,,1.32,,research_proxy_cn,0.5833371108539935,cheap,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2019-02-01,china,,,,,,,12.06,1.47,12.06,,1.47,,research_proxy_cn,0.418598293420658,fair,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2019-03-01,china,,,,,,,12.5,1.51,12.5,,1.51,,research_proxy_cn,0.36846347954207326,fair,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2019-04-01,china,,,,,,,12.27,1.46,12.27,,1.46,,research_proxy_cn,0.4085703148429276,fair,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2019-05-01,china,,,,,,,11.48,1.37,11.48,,1.37,,research_proxy_cn,0.5072725947901328,cheap,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2019-06-01,china,,,,,,,12.22,1.48,12.22,,1.48,,research_proxy_cn,0.4025393271311092,fair,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2019-07-01,china,,,,,,,12.14,1.48,12.14,,1.48,,research_proxy_cn,0.40817974764295334,fair,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2019-08-01,china,,,,,,,11.7,1.45,11.7,,1.45,,research_proxy_cn,0.45353643625567774,fair,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2019-09-01,china,,,,,,,11.72,1.45,11.72,,1.45,,research_proxy_cn,0.4521263311277166,fair,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2019-10-01,china,,,,,,,11.67,1.42,11.67,,1.42,,research_proxy_cn,0.4699859697452007,fair,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2019-11-01,china,,,,,,,11.46,1.4,11.46,,1.4,,research_proxy_cn,0.49434832412051244,fair,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2019-12-01,china,,,,,,,12.3,1.5,12.3,,1.5,,research_proxy_cn,0.3873426560875441,fair,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2020-01-01,china,,,,,,,11.96,1.45,11.96,,1.45,,research_proxy_cn,0.4352050695921841,fair,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2020-02-01,china,,,,,,,11.57,1.41,11.57,,1.41,,research_proxy_cn,0.48181462065086633,fair,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2020-03-01,china,,,,,,,10.85,1.32,10.85,,1.32,,research_proxy_cn,0.575581532650208,cheap,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2020-04-01,china,,,,,,,11.77,1.35,11.77,,1.35,,research_proxy_cn,0.4963823209664187,fair,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2020-05-01,china,,,,,,,11.6,1.33,11.6,,1.33,,research_proxy_cn,0.5179244650858086,cheap,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2020-06-01,china,,,,,,,12.38,1.43,12.38,,1.43,,research_proxy_cn,0.41514911243672326,fair,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2020-07-01,china,,,,,,,13.67,1.61,13.67,,1.61,,research_proxy_cn,0.2381910768977477,fair,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2020-08-01,china,,,,,,,14.45,1.69,14.45,,1.69,,research_proxy_cn,0.14497197478038357,fair,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2020-09-01,china,,,,,,,13.87,1.61,13.87,,1.61,,research_proxy_cn,0.2240900256181374,fair,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2020-10-01,china,,,,,,,13.92,1.57,13.92,,1.57,,research_proxy_cn,0.23967726386167665,fair,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2020-11-01,china,,,,,,,14.71,1.64,14.71,,1.64,,research_proxy_cn,0.15053123444619235,fair,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2020-12-01,china,,,,,,,15.66,1.76,15.66,,1.76,,research_proxy_cn,0.026213737677717314,fair,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2021-01-01,china,,,,,,,15.95,1.79,15.95,,1.79,,research_proxy_cn,-0.008567162475299109,fair,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2021-02-01,china,,,,,,,15.87,1.78,15.87,,1.78,,research_proxy_cn,0.0018513833024055293,fair,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2021-03-01,china,,,,,,,14.61,1.68,14.61,,1.68,,research_proxy_cn,0.13846925902255572,fair,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2021-04-01,china,,,,,,,13.52,1.62,13.52,,1.62,,research_proxy_cn,0.24398874009159507,fair,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2021-05-01,china,,,,,,,14.09,1.69,14.09,,1.69,,research_proxy_cn,0.17035386708368222,fair,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2021-06-01,china,,,,,,,14.32,1.73,14.32,,1.73,,research_proxy_cn,0.13502515704868834,fair,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2021-07-01,china,,,,,,,13.12,1.63,13.12,,1.63,,research_proxy_cn,0.2674127173849555,fair,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2021-08-01,china,,,,,,,12.41,1.6,12.41,,1.6,,research_proxy_cn,0.33180582522515367,fair,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2021-09-01,china,,,,,,,12.61,1.63,12.61,,1.63,,research_proxy_cn,0.30337039814796196,fair,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2021-10-01,china,,,,,,,12.67,1.61,12.67,,1.61,,research_proxy_cn,0.30869633329579965,fair,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2021-11-01,china,,,,,,,12.25,1.55,12.25,,1.55,,research_proxy_cn,0.3669772925781444,fair,low,"equity_pe_proxy,equity_pb_proxy","shiller_pe_proxy,real_yield_proxy,term_spread,equity_risk_proxy"
2021-12-01,china,,,,,,,13.37,1.69,13.37,16.59,1.69,,research_proxy_cn,-0.2833341691339244,fair,low,"equity_pe_proxy,shiller_pe_proxy,equity_pb_proxy","real_yield_proxy,term_spread,equity_risk_proxy"
2022-01-01,china,,,,,,,12.44,1.58,12.44,16.59,1.58,,research_proxy_cn,-0.20458132488415548,fair,low,"equity_pe_proxy,shiller_pe_proxy,equity_pb_proxy","real_yield_proxy,term_spread,equity_risk_proxy"
2022-02-01,china,,,,,,,12.57,1.58,12.57,16.59,1.58,,research_proxy_cn,-0.2106917804386533,fair,low,"equity_pe_proxy,shiller_pe_proxy,equity_pb_proxy","real_yield_proxy,term_spread,equity_risk_proxy"
2022-03-01,china,,,,,,,11.72,1.45,11.72,16.59,1.45,,research_proxy_cn,-0.12932838284229978,fair,low,"equity_pe_proxy,shiller_pe_proxy,equity_pb_proxy","real_yield_proxy,term_spread,equity_risk_proxy"
2022-04-01,china,,,,,,,11.21,1.38,11.21,16.59,1.38,,research_proxy_cn,-0.08305867775961322,fair,low,"equity_pe_proxy,shiller_pe_proxy,equity_pb_proxy","real_yield_proxy,term_spread,equity_risk_proxy"
2022-05-01,china,,,,,,,11.32,1.38,11.32,16.59,1.38,,research_proxy_cn,-0.08822906322880364,fair,low,"equity_pe_proxy,shiller_pe_proxy,equity_pb_proxy","real_yield_proxy,term_spread,equity_risk_proxy"
2022-06-01,china,,,,,,,12.31,1.52,12.31,15.23,1.52,,research_proxy_cn,0.15046355312300938,fair,low,"equity_pe_proxy,shiller_pe_proxy,equity_pb_proxy","real_yield_proxy,term_spread,equity_risk_proxy"
2022-07-01,china,,,,,,,11.44,1.44,11.44,15.23,1.44,,research_proxy_cn,0.21683993658513545,fair,low,"equity_pe_proxy,shiller_pe_proxy,equity_pb_proxy","real_yield_proxy,term_spread,equity_risk_proxy"
2022-08-01,china,,,,,,,11.02,1.38,11.02,15.23,1.38,,research_proxy_cn,0.2556939094400319,fair,low,"equity_pe_proxy,shiller_pe_proxy,equity_pb_proxy","real_yield_proxy,term_spread,equity_risk_proxy"
2022-09-01,china,,,,,,,10.47,1.31,10.47,15.23,1.31,,research_proxy_cn,0.303843754693333,fair,low,"equity_pe_proxy,shiller_pe_proxy,equity_pb_proxy","real_yield_proxy,term_spread,equity_risk_proxy"
