date,country,growth_score,inflation_score,liquidity_score,regime_raw,regime,regime_confidence,regime_note,liquidity_regime
1969-04-01,china,,-0.35270949487382686,,unknown,unknown,unknown,Growth or inflation score is unavailable.,unknown
1969-05-01,china,,-0.3517645310138201,,unknown,unknown,unknown,Growth or inflation score is unavailable.,unknown
1969-06-01,china,,-0.35082712180024,,unknown,unknown,unknown,Growth or inflation score is unavailable.,unknown
1969-07-01,china,,-0.34989716710548674,,unknown,unknown,unknown,Growth or inflation score is unavailable.,unknown
1969-08-01,china,,-0.3489745686500611,,unknown,unknown,unknown,Growth or inflation score is unavailable.,unknown
1969-09-01,china,,-0.3480592299589377,,unknown,unknown,unknown,Growth or inflation score is unavailable.,unknown
1969-10-01,china,,-0.3471510563191894,,unknown,unknown,unknown,Growth or inflation score is unavailable.,unknown
1969-11-01,china,,-0.3462499547388225,,unknown,unknown,unknown,Growth or inflation score is unavailable.,unknown
1969-12-01,china,,-0.16945537260925317,,unknown,unknown,unknown,Growth or inflation score is unavailable.,unknown
1970-01-01,china,,-0.1690551330947985,,unknown,unknown,unknown,Growth or inflation score is unavailable.,unknown
1970-02-01,china,,-0.16865771624661227,,unknown,unknown,unknown,Growth or inflation score is unavailable.,unknown
1970-03-01,china,,-0.16826308904210366,,unknown,unknown,unknown,Growth or inflation score is unavailable.,unknown
1970-04-01,china,,-0.1678712189970304,,unknown,unknown,unknown,Growth or inflation score is unavailable.,unknown
1970-05-01,china,,-0.16748207415426736,,unknown,unknown,unknown,Growth or inflation score is unavailable.,unknown
1970-06-01,china,,-0.1670956230728595,,unknown,unknown,unknown,Growth or inflation score is unavailable.,unknown
1970-07-01,china,,-0.16671183481735252,,unknown,unknown,unknown,Growth or inflation score is unavailable.,unknown
1970-08-01,china,,-0.16633067894739081,,unknown,unknown,unknown,Growth or inflation score is unavailable.,unknown
1970-09-01,china,,-0.1659521255075763,,unknown,unknown,unknown,Growth or inflation score is unavailable.,unknown
1970-10-01,china,,-0.16557614501757995,,unknown,unknown,unknown,Growth or inflation score is unavailable.,unknown
1970-11-01,china,,-0.16520270846249865,,unknown,unknown,unknown,Growth or inflation score is unavailable.,unknown
1970-12-01,china,,-0.3655031087375126,,unknown,unknown,unknown,Growth or inflation score is unavailable.,unknown
1971-01-01,china,,-0.3646017994678777,,unknown,unknown,unknown,Growth or inflation score is unavailable.,unknown
1971-02-01,china,,-0.36370712520952436,,unknown,unknown,unknown,Growth or inflation score is unavailable.,unknown
1971-03-01,china,,-0.3628190049535951,,unknown,unknown,unknown,Growth or inflation score is unavailable.,unknown
1971-04-01,china,,-0.36193735906919033,,unknown,unknown,unknown,Growth or inflation score is unavailable.,unknown
1971-05-01,china,,-0.3610621092733785,,unknown,unknown,unknown,Growth or inflation score is unavailable.,unknown
1971-06-01,china,,-0.3601931786019994,,unknown,unknown,unknown,Growth or inflation score is unavailable.,unknown
1971-07-01,china,,-0.3593304913812379,,unknown,unknown,unknown,Growth or inflation score is unavailable.,unknown
1971-08-01,china,,-0.3584739731999414,,unknown,unknown,unknown,Growth or inflation score is unavailable.,unknown
1971-09-01,china,,-0.3576235508826612,,unknown,unknown,unknown,Growth or inflation score is unavailable.,unknown
1971-10-01,china,,-0.356779152463393,,unknown,unknown,unknown,Growth or inflation score is unavailable.,unknown
1971-11-01,china,,-0.3559407071599968,,unknown,unknown,unknown,Growth or inflation score is unavailable.,unknown
1971-12-01,china,,-0.3756228900372022,,unknown,unknown,unknown,Growth or inflation score is unavailable.,unknown
1972-01-01,china,,-0.3747367813597945,,unknown,unknown,unknown,Growth or inflation score is unavailable.,unknown
1972-02-01,china,,-0.3738569143317425,,unknown,unknown,unknown,Growth or inflation score is unavailable.,unknown
1972-03-01,china,,-0.37298321601968143,,unknown,unknown,unknown,Growth or inflation score is unavailable.,unknown
1972-04-01,china,,-0.37211561467780907,,unknown,unknown,unknown,Growth or inflation score is unavailable.,unknown
1972-05-01,china,,-0.3712540397231389,,unknown,unknown,unknown,Growth or inflation score is unavailable.,unknown
1972-06-01,china,,-0.37039842171138065,,unknown,unknown,unknown,Growth or inflation score is unavailable.,unknown
1972-07-01,china,,-0.3695486923134301,,unknown,unknown,unknown,Growth or inflation score is unavailable.,unknown
1972-08-01,china,,-0.3687047842924488,,unknown,unknown,unknown,Growth or inflation score is unavailable.,unknown
1972-09-01,china,,-0.3678666314815174,,unknown,unknown,unknown,Growth or inflation score is unavailable.,unknown
1972-10-01,china,,-0.3670341687618447,,unknown,unknown,unknown,Growth or inflation score is unavailable.,unknown
1972-11-01,china,,-0.36620733204151745,,unknown,unknown,unknown,Growth or inflation score is unavailable.,unknown
1972-12-01,china,,-0.30251695096582204,,unknown,unknown,unknown,Growth or inflation score is unavailable.,unknown
1973-01-01,china,,-0.3018664813417472,,unknown,unknown,unknown,Growth or inflation score is unavailable.,unknown
1973-02-01,china,,-0.3012201896584919,,unknown,unknown,unknown,Growth or inflation score is unavailable.,unknown
1973-03-01,china,,-0.30057803138213274,,unknown,unknown,unknown,Growth or inflation score is unavailable.,unknown
1973-04-01,china,,-0.2999399626405059,,unknown,unknown,unknown,Growth or inflation score is unavailable.,unknown
1973-05-01,china,,-0.29930594021061724,,unknown,unknown,unknown,Growth or inflation score is unavailable.,unknown
1973-06-01,china,,-0.2986759215063445,,unknown,unknown,unknown,Growth or inflation score is unavailable.,unknown
1973-07-01,china,,-0.29804986456642246,,unknown,unknown,unknown,Growth or inflation score is unavailable.,unknown
1973-08-01,china,,-0.29742772804270434,,unknown,unknown,unknown,Growth or inflation score is unavailable.,unknown
1973-09-01,china,,-0.2968094711886914,,unknown,unknown,unknown,Growth or inflation score is unavailable.,unknown
1973-10-01,china,,-0.29619505384832384,,unknown,unknown,unknown,Growth or inflation score is unavailable.,unknown
1973-11-01,china,,-0.2955844364450259,,unknown,unknown,unknown,Growth or inflation score is unavailable.,unknown
1973-12-01,china,,-0.3163872479118866,,unknown,unknown,unknown,Growth or inflation score is unavailable.,unknown
