date,value,series_id,country,source,frequency,release_date,ingested_at
1993-11-01,16.7,cpi,china,tushare,monthly,1993-11-01,2026-03-27 22:24:36.331607+00:00
1993-12-01,18.8,cpi,china,tushare,monthly,1993-12-01,2026-03-27 22:24:36.331607+00:00
1994-01-01,21.1,cpi,china,tushare,monthly,1994-01-01,2026-03-27 22:24:36.331607+00:00
1994-02-01,23.2,cpi,china,tushare,monthly,1994-02-01,2026-03-27 22:24:36.331607+00:00
1994-03-01,22.4,cpi,china,tushare,monthly,1994-03-01,2026-03-27 22:24:36.331607+00:00
1994-04-01,21.7,cpi,china,tushare,monthly,1994-04-01,2026-03-27 22:24:36.331607+00:00
1994-05-01,21.3,cpi,china,tushare,monthly,1994-05-01,2026-03-27 22:24:36.331607+00:00
1994-06-01,22.6,cpi,china,tushare,monthly,1994-06-01,2026-03-27 22:24:36.331607+00:00
1994-07-01,24.0,cpi,china,tushare,monthly,1994-07-01,2026-03-27 22:24:36.331607+00:00
1994-08-01,25.8,cpi,china,tushare,monthly,1994-08-01,2026-03-27 22:24:36.331607+00:00
1994-09-01,27.3,cpi,china,tushare,monthly,1994-09-01,2026-03-27 22:24:36.331607+00:00
1994-10-01,27.7,cpi,china,tushare,monthly,1994-10-01,2026-03-27 22:24:36.331607+00:00
1994-11-01,27.5,cpi,china,tushare,monthly,1994-11-01,2026-03-27 22:24:36.331607+00:00
1994-12-01,25.5,cpi,china,tushare,monthly,1994-12-01,2026-03-27 22:24:36.331607+00:00
1995-01-01,24.1,cpi,china,tushare,monthly,1995-01-01,2026-03-27 22:24:36.331607+00:00
1995-02-01,22.4,cpi,china,tushare,monthly,1995-02-01,2026-03-27 22:24:36.331607+00:00
1995-03-01,21.3,cpi,china,tushare,monthly,1995-03-01,2026-03-27 22:24:36.331607+00:00
1995-04-01,20.7,cpi,china,tushare,monthly,1995-04-01,2026-03-27 22:24:36.331607+00:00
1995-05-01,20.3,cpi,china,tushare,monthly,1995-05-01,2026-03-27 22:24:36.331607+00:00
1995-06-01,18.2,cpi,china,tushare,monthly,1995-06-01,2026-03-27 22:24:36.331607+00:00
1995-07-01,16.7,cpi,china,tushare,monthly,1995-07-01,2026-03-27 22:24:36.331607+00:00
1995-08-01,14.5,cpi,china,tushare,monthly,1995-08-01,2026-03-27 22:24:36.331607+00:00
1995-09-01,13.2,cpi,china,tushare,monthly,1995-09-01,2026-03-27 22:24:36.331607+00:00
1995-10-01,12.1,cpi,china,tushare,monthly,1995-10-01,2026-03-27 22:24:36.331607+00:00
1995-11-01,11.2,cpi,china,tushare,monthly,1995-11-01,2026-03-27 22:24:36.331607+00:00
1995-12-01,10.1,cpi,china,tushare,monthly,1995-12-01,2026-03-27 22:24:36.331607+00:00
1996-01-01,9.0,cpi,china,tushare,monthly,1996-01-01,2026-03-27 22:24:36.331607+00:00
1996-02-01,9.3,cpi,china,tushare,monthly,1996-02-01,2026-03-27 22:24:36.331607+00:00
1996-03-01,9.8,cpi,china,tushare,monthly,1996-03-01,2026-03-27 22:24:36.331607+00:00
1996-04-01,9.7,cpi,china,tushare,monthly,1996-04-01,2026-03-27 22:24:36.331607+00:00
1996-05-01,8.9,cpi,china,tushare,monthly,1996-05-01,2026-03-27 22:24:36.331607+00:00
1996-06-01,8.6,cpi,china,tushare,monthly,1996-06-01,2026-03-27 22:24:36.331607+00:00
1996-07-01,8.3,cpi,china,tushare,monthly,1996-07-01,2026-03-27 22:24:36.331607+00:00
1996-08-01,8.1,cpi,china,tushare,monthly,1996-08-01,2026-03-27 22:24:36.331607+00:00
1996-09-01,7.4,cpi,china,tushare,monthly,1996-09-01,2026-03-27 22:24:36.331607+00:00
1996-10-01,7.0,cpi,china,tushare,monthly,1996-10-01,2026-03-27 22:24:36.331607+00:00
1996-11-01,6.9,cpi,china,tushare,monthly,1996-11-01,2026-03-27 22:24:36.331607+00:00
1996-12-01,7.0,cpi,china,tushare,monthly,1996-12-01,2026-03-27 22:24:36.331607+00:00
1997-01-01,5.9,cpi,china,tushare,monthly,1997-01-01,2026-03-27 22:24:36.331607+00:00
1997-02-01,5.6,cpi,china,tushare,monthly,1997-02-01,2026-03-27 22:24:36.331607+00:00
1997-03-01,4.0,cpi,china,tushare,monthly,1997-03-01,2026-03-27 22:24:36.331607+00:00
1997-04-01,3.2,cpi,china,tushare,monthly,1997-04-01,2026-03-27 22:24:36.331607+00:00
1997-05-01,2.8,cpi,china,tushare,monthly,1997-05-01,2026-03-27 22:24:36.331607+00:00
1997-06-01,2.8,cpi,china,tushare,monthly,1997-06-01,2026-03-27 22:24:36.331607+00:00
1997-07-01,2.7,cpi,china,tushare,monthly,1997-07-01,2026-03-27 22:24:36.331607+00:00
1997-08-01,1.9,cpi,china,tushare,monthly,1997-08-01,2026-03-27 22:24:36.331607+00:00
1997-09-01,1.8,cpi,china,tushare,monthly,1997-09-01,2026-03-27 22:24:36.331607+00:00
1997-10-01,1.5,cpi,china,tushare,monthly,1997-10-01,2026-03-27 22:24:36.331607+00:00
1997-11-01,1.1,cpi,china,tushare,monthly,1997-11-01,2026-03-27 22:24:36.331607+00:00
1997-12-01,0.4,cpi,china,tushare,monthly,1997-12-01,2026-03-27 22:24:36.331607+00:00
1998-01-01,0.3,cpi,china,tushare,monthly,1998-01-01,2026-03-27 22:24:36.331607+00:00
1998-02-01,-0.1,cpi,china,tushare,monthly,1998-02-01,2026-03-27 22:24:36.331607+00:00
1998-03-01,0.7,cpi,china,tushare,monthly,1998-03-01,2026-03-27 22:24:36.331607+00:00
1998-04-01,-0.3,cpi,china,tushare,monthly,1998-04-01,2026-03-27 22:24:36.331607+00:00
1998-05-01,-1.0,cpi,china,tushare,monthly,1998-05-01,2026-03-27 22:24:36.331607+00:00
1998-06-01,-1.3,cpi,china,tushare,monthly,1998-06-01,2026-03-27 22:24:36.331607+00:00
1998-07-01,-1.4,cpi,china,tushare,monthly,1998-07-01,2026-03-27 22:24:36.331607+00:00
1998-08-01,-1.4,cpi,china,tushare,monthly,1998-08-01,2026-03-27 22:24:36.331607+00:00
1998-09-01,-1.5,cpi,china,tushare,monthly,1998-09-01,2026-03-27 22:24:36.331607+00:00
1998-10-01,-1.1,cpi,china,tushare,monthly,1998-10-01,2026-03-27 22:24:36.331607+00:00
1998-11-01,-1.2,cpi,china,tushare,monthly,1998-11-01,2026-03-27 22:24:36.331607+00:00
1998-12-01,-1.0,cpi,china,tushare,monthly,1998-12-01,2026-03-27 22:24:36.331607+00:00
