date,value,series_id,country,source,frequency,release_date,ingested_at
1884-01-01,14.43,shiller_pe_proxy,us,multpl,monthly,1884-01-01,2026-03-23 03:32:54.406941+00:00
1884-02-01,14.8,shiller_pe_proxy,us,multpl,monthly,1884-02-01,2026-03-23 03:32:54.406941+00:00
1884-03-01,14.73,shiller_pe_proxy,us,multpl,monthly,1884-03-01,2026-03-23 03:32:54.406941+00:00
1884-04-01,14.35,shiller_pe_proxy,us,multpl,monthly,1884-04-01,2026-03-23 03:32:54.406941+00:00
1884-05-01,13.46,shiller_pe_proxy,us,multpl,monthly,1884-05-01,2026-03-23 03:32:54.406941+00:00
1884-06-01,12.9,shiller_pe_proxy,us,multpl,monthly,1884-06-01,2026-03-23 03:32:54.406941+00:00
1884-07-01,13.05,shiller_pe_proxy,us,multpl,monthly,1884-07-01,2026-03-23 03:32:54.406941+00:00
1884-08-01,13.86,shiller_pe_proxy,us,multpl,monthly,1884-08-01,2026-03-23 03:32:54.406941+00:00
1884-09-01,13.57,shiller_pe_proxy,us,multpl,monthly,1884-09-01,2026-03-23 03:32:54.406941+00:00
1884-10-01,13.28,shiller_pe_proxy,us,multpl,monthly,1884-10-01,2026-03-23 03:32:54.406941+00:00
1884-11-01,13.31,shiller_pe_proxy,us,multpl,monthly,1884-11-01,2026-03-23 03:32:54.406941+00:00
1884-12-01,13.43,shiller_pe_proxy,us,multpl,monthly,1884-12-01,2026-03-23 03:32:54.406941+00:00
1885-01-01,13.13,shiller_pe_proxy,us,multpl,monthly,1885-01-01,2026-03-23 03:32:54.406941+00:00
1885-02-01,13.39,shiller_pe_proxy,us,multpl,monthly,1885-02-01,2026-03-23 03:32:54.406941+00:00
1885-03-01,13.74,shiller_pe_proxy,us,multpl,monthly,1885-03-01,2026-03-23 03:32:54.406941+00:00
1885-04-01,13.54,shiller_pe_proxy,us,multpl,monthly,1885-04-01,2026-03-23 03:32:54.406941+00:00
1885-05-01,13.71,shiller_pe_proxy,us,multpl,monthly,1885-05-01,2026-03-23 03:32:54.406941+00:00
1885-06-01,13.97,shiller_pe_proxy,us,multpl,monthly,1885-06-01,2026-03-23 03:32:54.406941+00:00
1885-07-01,14.33,shiller_pe_proxy,us,multpl,monthly,1885-07-01,2026-03-23 03:32:54.406941+00:00
1885-08-01,15.13,shiller_pe_proxy,us,multpl,monthly,1885-08-01,2026-03-23 03:32:54.406941+00:00
